,open,high,low,close,volume,marketCap,timestamp,crypto_name,date
31624,0.0194931126,0.0195354503,0.0184792296,0.0186171538,987509599.000492,1241430395.76381,2019-11-15T23:59:59.999Z,TRON,2019-11-15
31625,8705.70810061,8730.8734266,8484.84418485,8491.99201234,21796856471.0897,153277483625.533,2019-11-15T23:59:59.999Z,Bitcoin,2019-11-15
31626,1.0075779672,1.0151067386,0.998941837,1.0025901397,217386442.972926,439849169.758136,2019-11-15T23:59:59.999Z,USD Coin,2019-11-15
31627,0.2577985459,0.261236539,0.2465478031,0.2507558967,57576207.1248204,340121975.964883,2019-11-15T23:59:59.999Z,Basic Attention Token,2019-11-15
31628,0.2704630286,0.2710494531,0.2598777485,0.2616544839,1548251349.05409,11329241895.9196,2019-11-15T23:59:59.999Z,XRP,2019-11-15
31629,0.0431301222,0.0444324678,0.0423294642,0.0439744542,81592975.3735362,1140128777.03609,2019-11-15T23:59:59.999Z,Cardano,2019-11-15
31630,0.3716259807,0.3925207394,0.3532798215,0.3765418187,899851.48020092,108355859.354772,2019-11-15T23:59:59.999Z,Terra Classic,2019-11-15
31631,651.887776155,654.647489006,581.331434772,605.671010755,7938948.92762367,605671010.755,2019-11-15T23:59:59.999Z,Maker,2019-11-15
31632,65.5532421038,65.7826674899,61.9507231656,61.958367515,149260331.366327,1072467887.76082,2019-11-15T23:59:59.999Z,Monero,2019-11-15
31633,0.2616943834,0.2654432131,0.2606085925,0.2638864963,1195333400.75536,11425884645.2714,2019-11-16T23:59:59.999Z,XRP,2019-11-16
31634,0.96244031,0.9783904487,0.9569502556,0.9735867636,8931083.53850077,973098892.355296,2019-11-16T23:59:59.999Z,UNUS SED LEO,2019-11-16
31635,609.376163166,634.033466133,600.275322776,626.503191509,5652237.79501858,626503191.509,2019-11-16T23:59:59.999Z,Maker,2019-11-16
31636,0.0439778462,0.0446547669,0.0435112891,0.0441715742,61781146.174312,1145239519.02082,2019-11-16T23:59:59.999Z,Cardano,2019-11-16
31637,3.3431409756,3.4115843929,3.3315986241,3.4059497925,1466435138.50017,3203173410.79771,2019-11-16T23:59:59.999Z,EOS,2019-11-16
31638,0.0186113951,0.0188849286,0.0185412884,0.0187944695,884418647.623926,1253254175.12545,2019-11-16T23:59:59.999Z,TRON,2019-11-16
31639,1.0035147995,1.0123866516,1.0027735615,1.0082377462,3389577.73242271,17931810.7669704,2019-11-16T23:59:59.999Z,Binance USD,2019-11-16
31640,4.7564032997,5.4968052263,4.5886214991,4.9665305555,2026665.96603139,0.0,2019-11-16T23:59:59.999Z,Filecoin,2019-11-16
31641,0.0928002815,0.0928582468,0.0897539586,0.0903990893,878328.11499436,78692650.4181664,2019-11-16T23:59:59.999Z,Theta Network,2019-11-16
31642,6.6286654492,6.7328794084,6.3949516089,6.5955270349,15129655.5664933,79626069.8637816,2019-11-16T23:59:59.999Z,Quant,2019-11-16
31643,0.072346893,0.0728054445,0.0717475979,0.0719055379,173395846.51212,1442049711.41109,2019-11-16T23:59:59.999Z,Stellar,2019-11-16
31644,3.6495321735,3.702929737,3.6449141818,3.6630867514,223670815.018664,883844395.787019,2019-11-16T23:59:59.999Z,Huobi Token,2019-11-16
31645,3.0344312854,3.0470517968,2.9366350677,3.0103313207,95813205.9968868,1053615962.238,2019-11-16T23:59:59.999Z,Chainlink,2019-11-16
31646,0.0325082638,0.0334291943,0.0319928186,0.0330180566,1158702.43382839,22389310.0376269,2019-11-16T23:59:59.999Z,Hedera,2019-11-16
31647,1.0017212192,1.0117551957,1.0011095406,1.006746409,18225904911.9129,4135759004.14995,2019-11-16T23:59:59.999Z,Tether,2019-11-16
31648,1.1723175263,1.1827961787,1.156004543,1.1634377051,26689028.2422506,768303559.58919,2019-11-16T23:59:59.999Z,Tezos,2019-11-16
31649,0.0487825999,0.0499821811,0.0475632721,0.0496160972,66513.6393605885,5299124.61078481,2019-11-16T23:59:59.999Z,THORChain,2019-11-16
31650,0.3765936637,0.4352401049,0.3697178309,0.3802668591,552750.86071938,109427798.604604,2019-11-16T23:59:59.999Z,Terra Classic,2019-11-16
31651,57.7882987915,59.1802962416,57.4711546252,58.5654374358,2841793394.70038,3730285757.92021,2019-11-16T23:59:59.999Z,Litecoin,2019-11-16
31652,3.0001872093,3.0936601618,2.8319956207,2.933314581,100819912.950249,58666291.6192,2019-11-16T23:59:59.999Z,OKB,2019-11-16
